0.000000000000000000e+00,nan,nan,nan,nan
3.333333333333333287e-02,nan,nan,nan,nan
6.666666666666666574e-02,nan,nan,nan,nan
1.000000000000000056e-01,nan,nan,nan,nan
1.333333333333333315e-01,nan,nan,nan,nan
1.666666666666666574e-01,nan,nan,nan,nan
1.999999999999999833e-01,nan,nan,nan,nan
2.333333333333333093e-01,nan,nan,nan,nan
2.666666666666666630e-01,nan,nan,nan,nan
2.999999999999999889e-01,nan,nan,nan,nan
3.333333333333333148e-01,nan,nan,nan,nan
3.666666666666666408e-01,nan,nan,nan,nan
3.999999999999999667e-01,nan,nan,nan,nan
4.333333333333332926e-01,nan,nan,nan,nan
4.666666666666666186e-01,nan,nan,nan,nan
4.999999999999999445e-01,nan,nan,nan,nan
5.333333333333333259e-01,nan,nan,nan,nan
5.666666666666666519e-01,nan,nan,nan,nan
5.999999999999999778e-01,nan,nan,nan,nan
6.333333333333333037e-01,nan,nan,nan,nan
6.666666666666666297e-01,nan,nan,nan,nan
6.999999999999999556e-01,nan,nan,nan,nan
7.333333333333332815e-01,nan,nan,nan,nan
7.666666666666666075e-01,nan,nan,nan,nan
7.999999999999999334e-01,nan,nan,nan,nan
8.333333333333332593e-01,nan,nan,nan,nan
8.666666666666665853e-01,nan,nan,nan,nan
8.999999999999999112e-01,nan,nan,nan,nan
9.333333333333332371e-01,nan,nan,nan,nan
9.666666666666665630e-01,nan,nan,nan,nan
9.999999999999998890e-01,nan,nan,nan,nan
1.033333333333333215e+00,nan,nan,nan,nan
1.066666666666666652e+00,nan,nan,nan,nan
1.100000000000000089e+00,nan,nan,nan,nan
1.133333333333333526e+00,nan,nan,nan,nan
1.166666666666666963e+00,nan,nan,nan,nan
1.200000000000000400e+00,nan,nan,nan,nan
1.233333333333333837e+00,nan,nan,nan,nan
1.266666666666667274e+00,nan,nan,nan,nan
1.300000000000000711e+00,nan,nan,nan,nan
1.333333333333334147e+00,nan,nan,nan,nan
1.366666666666667584e+00,nan,nan,nan,nan
1.400000000000001021e+00,nan,nan,nan,nan
1.433333333333334458e+00,nan,nan,nan,nan
1.466666666666667895e+00,nan,nan,nan,nan
1.500000000000001332e+00,nan,nan,nan,nan
1.533333333333334769e+00,nan,nan,nan,nan
1.566666666666668206e+00,nan,nan,nan,nan
1.600000000000001643e+00,nan,nan,nan,nan
1.633333333333335080e+00,nan,nan,nan,nan
1.666666666666668517e+00,nan,nan,nan,nan
1.700000000000001954e+00,nan,nan,nan,nan
1.733333333333335391e+00,nan,nan,nan,nan
1.766666666666668828e+00,nan,nan,nan,nan
1.800000000000002265e+00,nan,nan,nan,nan
1.833333333333335702e+00,nan,nan,nan,nan
1.866666666666669139e+00,nan,nan,nan,nan
1.900000000000002576e+00,nan,nan,nan,nan
1.933333277702331543e+00,5.421317749023437500e+02,5.050918960571289062e+01,5.770925903320312500e+02,1.079533386230468750e+02
1.966666698455810547e+00,nan,nan,nan,nan
2.000000000000000000e+00,nan,nan,nan,nan
2.033333301544189453e+00,5.308623657226562500e+02,4.685211944580078125e+01,5.713566894531250000e+02,1.079052963256835938e+02
2.066666603088378906e+00,nan,nan,nan,nan
2.099999904632568359e+00,nan,nan,nan,nan
2.133333444595336914e+00,5.088977355957031250e+02,4.305245971679687500e+01,5.534174194335937500e+02,1.134682159423828125e+02
2.166666746139526367e+00,5.016343383789062500e+02,4.037570953369140625e+01,5.502247314453125000e+02,1.124537811279296875e+02
2.200000047683715820e+00,4.889395751953125000e+02,3.597668838500976562e+01,5.512934570312500000e+02,1.201182708740234375e+02
2.233333349227905273e+00,4.741488647460937500e+02,3.484688186645507812e+01,5.466152343750000000e+02,1.219265365600585938e+02
2.266666650772094727e+00,4.696560363769531250e+02,2.926675415039062500e+01,5.410854492187500000e+02,1.277964859008789062e+02
2.299999952316284180e+00,4.605859069824218750e+02,2.513856124877929688e+01,5.314578857421875000e+02,1.277104721069335938e+02
2.333333253860473633e+00,4.400698547363281250e+02,2.277043914794921875e+01,5.188815917968750000e+02,1.280000000000000000e+02
2.366666555404663086e+00,nan,nan,nan,nan
2.400000095367431641e+00,nan,nan,nan,nan
2.433333396911621094e+00,3.637750549316406250e+02,1.255574607849121094e+01,4.658678894042968750e+02,1.278635406494140625e+02
2.466666698455810547e+00,nan,nan,nan,nan
2.500000000000000000e+00,nan,nan,nan,nan
2.533333301544189453e+00,nan,nan,nan,nan
2.566666603088378906e+00,nan,nan,nan,nan
2.599999904632568359e+00,nan,nan,nan,nan
2.633333444595336914e+00,nan,nan,nan,nan
2.666666746139526367e+00,nan,nan,nan,nan
2.700000047683715820e+00,1.255454025268554688e+02,1.837032890319824219e+01,1.921464691162109375e+02,1.259319381713867188e+02
2.733333349227905273e+00,1.111421585083007812e+02,2.187153816223144531e+01,1.719755706787109375e+02,1.203977203369140625e+02
2.766666650772094727e+00,1.020721969604492188e+02,2.718903350830078125e+01,1.605235748291015625e+02,1.154588623046875000e+02
2.799999952316284180e+00,9.434868621826171875e+01,2.874608612060546875e+01,1.561713409423828125e+02,1.185337600708007812e+02
2.833333253860473633e+00,9.183082580566406250e+01,2.820505332946777344e+01,1.468984375000000000e+02,1.119898376464843750e+02
2.866666555404663086e+00,9.061231994628906250e+01,3.137434577941894531e+01,1.324925231933593750e+02,1.076341629028320312e+02
2.900000095367431641e+00,8.001678466796875000e+01,3.289973831176757812e+01,1.267138061523437500e+02,1.065957870483398438e+02
2.933333396911621094e+00,7.781910705566406250e+01,3.607013320922851562e+01,1.192027969360351562e+02,1.074776153564453125e+02
2.966666698455810547e+00,6.763917541503906250e+01,3.430481338500976562e+01,1.119327850341796875e+02,1.018835144042968750e+02
3.000000000000000000e+00,6.815172576904296875e+01,3.659880828857421875e+01,1.035281524658203125e+02,9.971440124511718750e+01
3.033333301544189453e+00,6.567415618896484375e+01,3.538380050659179688e+01,1.007813186645507812e+02,9.934075164794921875e+01
3.066666603088378906e+00,6.438904571533203125e+01,3.796771621704101562e+01,9.615291595458984375e+01,9.863812255859375000e+01
3.099999904632568359e+00,6.474764251708984375e+01,3.823726272583007812e+01,9.560213470458984375e+01,9.855055999755859375e+01
3.133333444595336914e+00,nan,nan,nan,nan
3.166666746139526367e+00,nan,nan,nan,nan
3.200000047683715820e+00,nan,nan,nan,nan
3.233333349227905273e+00,nan,nan,nan,nan
3.266666650772094727e+00,nan,nan,nan,nan
3.299999952316284180e+00,nan,nan,nan,nan
3.333333253860473633e+00,nan,nan,nan,nan
3.366666555404663086e+00,nan,nan,nan,nan
3.400000095367431641e+00,nan,nan,nan,nan
3.433333396911621094e+00,nan,nan,nan,nan
3.466666698455810547e+00,nan,nan,nan,nan
3.500000000000000000e+00,nan,nan,nan,nan
3.533333301544189453e+00,nan,nan,nan,nan
3.566666603088378906e+00,nan,nan,nan,nan
